-DOCSTART- -X- -X- O
deficient JJ I-NP I-Disease
individual NN I-NP O
and CC I-NP O
family NN I-NP O
members NNS I-NP O
demonstrated VBD B-VP O
linkage NN B-NP O
of IN B-PP O
HLA NN B-NP O
- HYPH B-NP O
A25 NN I-NP O
, , I-NP O
B18 NN I-NP O
and CC I-NP O
C2o NN I-NP O
. . O O

HLA NN B-NP O
- HYPH I-NP O
D NN I-NP O
typing NN I-NP O
showed VBD B-VP O
that IN B-SBAR O
5 CD B-NP O
members NNS I-NP O
typed VBN B-VP O
with IN B-PP O
homozygous JJ B-NP O
Dw2 NN I-NP O
typing NN I-NP O
cells NNS I-NP O
from IN B-PP O
an DT B-NP O
individual NN I-NP O
with IN B-PP O
C2 NN B-NP B-Disease
deficiency NN I-NP I-Disease
but CC B-PP O
not RB B-PP O
with IN I-PP O
Dw2 NN B-NP O
typing NN I-NP O
cells NNS I-NP O
from IN B-PP O
2 CD B-NP O
individuals NNS I-NP O
with IN B-PP O
normal JJ B-NP O
C2 NN I-NP O
. . O O

The DT B-NP O
homozygous JJ I-NP O
C2 NN I-NP B-Disease
- HYPH B-NP I-Disease
deficient JJ I-NP I-Disease
propositus NN I-NP O
and CC I-NP O
brother NN I-NP O
were VBD B-VP O
HLA NN B-NP O
- HYPH B-NP O
A NN I-NP O
and CC I-NP O
B NN I-NP O
homozygous JJ B-ADJP O
but CC I-ADJP O
heterozygous JJ I-ADJP O
at IN B-PP O
the DT B-NP O
HLA NN I-NP O
- HYPH B-NP O
D NN I-NP O
and CC I-NP O
glyoxalase NN I-NP O
I CD B-NP O
loci NNS I-NP O
. . O O

Therefore RB B-ADVP O
, , O O
in IN B-PP O
this DT B-NP O
family NN I-NP O
, , O O
the DT B-NP O
C2o NN I-NP O
gene NN I-NP O
is VBZ B-VP O
linked VBN I-VP O
with IN B-PP O
two CD B-NP O
distinct JJ I-NP O
haplotypes NNS I-NP O
HLA NN I-NP O
- HYPH B-NP O
A25 NN I-NP O
, , O O
B18 NN B-NP O
, , O O
Dw2 NN B-NP O
, , O O
GLO1 NN B-NP O
and CC I-NP O
HLA NN I-NP O
- HYPH B-NP O
A25 NN I-NP O
, , O O
B18 NN B-NP O
, , O O
D NN B-NP O
unknown JJ I-NP O
, , I-NP O
GL02 NN I-NP O
. . O O

These DT B-NP O
results NNS I-NP O
could MD B-VP O
be VB I-VP O
explained VBN I-VP O
by IN B-PP O
an DT B-NP O
ancestral JJ I-NP O
recombinant JJ I-NP O
event NN I-NP O
, , O O
which WDT B-NP O
occurred VBD B-VP O
between IN B-PP O
the DT B-NP O
C2o NN I-NP O
locus NN I-NP O
and CC I-NP O
HLA NN I-NP O
- HYPH B-NP O
D NN I-NP O
locus NN I-NP O
in IN B-PP O
which WDT B-NP O
C2o NN B-NP O
segregated VBD B-VP O
with IN B-PP O
HLA NN B-NP O
- HYPH B-NP O
B NN I-NP O
. . O O

This DT B-NP O
would MD B-VP O
suggest VB I-VP O
that IN B-SBAR O
the DT B-NP O
locus NN I-NP O
for IN B-PP O
the DT B-NP O
C2o NN I-NP O
gene NN I-NP O
maps VBZ B-VP O
between IN B-PP O
HLA NN B-NP O
- HYPH B-NP O
B NN I-NP O
and CC I-NP O
HLA NN I-NP O
- HYPH B-NP O
D NN I-NP O
on IN B-PP O
the DT B-NP O
sixth JJ I-NP O
chromosome NN I-NP O
. . O O

. . O O

Germline NN B-NP O
mutations NNS I-NP O
in IN B-PP O
the DT B-NP O
Wilms NNP I-NP B-Disease
' POS B-NP I-Disease
tumor NN I-NP I-Disease
suppressor NN I-NP O
gene NN I-NP O
are VBP B-VP O
associated VBN I-VP O
with IN B-PP O
abnormal JJ B-NP O
urogenital JJ I-NP O
development NN I-NP O
in IN B-PP O
Denys NNP B-NP B-Disease
- HYPH B-NP I-Disease
Drash NNP I-NP I-Disease
syndrome NN I-NP I-Disease
. . O O

Denys AFX B-NP B-Disease
- HYPH I-NP I-Disease
Drash NN I-NP I-Disease
syndrome NN I-NP I-Disease
is VBZ B-VP O
a DT B-NP O
rare JJ I-NP O
human JJ I-NP O
condition NN I-NP O
in IN B-PP O
which WDT B-NP O
severe JJ B-NP O
urogenital JJ I-NP B-Disease
aberrations NNS I-NP I-Disease
result VBP B-VP O
in IN B-PP O
renal JJ B-NP B-Disease
failure NN I-NP I-Disease
, , O O
pseudohermaphroditism NN B-NP B-Disease
, , O O
and CC O O
Wilms NNP B-NP B-Disease
tumor NN I-NP I-Disease
( ( O O
nephroblastoma NN B-NP B-Disease
) ) O O
. . O O

To TO B-VP O
investigate VB I-VP O
its PRP$ B-NP O
possible JJ I-NP O
role NN I-NP O
, , O O
we PRP B-NP O
have VBP B-VP O
analyzed VBN I-VP O
the DT B-NP O
coding VBG I-NP O
exons NNS I-NP O
of IN B-PP O
the DT B-NP O
Wilms NNP I-NP B-Disease
tumor NN I-NP I-Disease
suppressor NN I-NP O
gene NN I-NP O
( ( O O
WT1 NN B-NP O
) ) O O
for IN B-PP O
germline NN B-NP O
mutations NNS I-NP O
. . O O

In IN B-PP O
ten CD B-NP O
independent JJ I-NP O
cases NNS I-NP O
of IN B-PP O
Denys NNP B-NP B-Disease
- HYPH I-NP I-Disease
Drash NNP I-NP I-Disease
syndrome NN I-NP I-Disease
, , O O
point NN B-NP O
mutations NNS I-NP O
in IN B-PP O
the DT B-NP O
zinc NN I-NP O
finger NN I-NP O
domains NNS I-NP O
of IN B-PP O
one CD B-NP O
WT1 NN I-NP O
gene NN I-NP O
copy NN I-NP O
were VBD B-VP O
found VBN I-VP O
. . O O

Nine CD B-NP O
of IN B-PP O
these DT B-NP O
mutations NNS I-NP O
are VBP B-VP O
found VBN I-VP O
within IN B-PP O
exon NN B-NP O
9 CD I-NP O
( ( O O
zinc NN B-NP O
finger NN I-NP O
III CD I-NP O
) ) O O
; : O O
the DT B-NP O
remaining VBG I-NP O
mutation NN I-NP O
is VBZ B-VP O
in IN B-PP O
exon NN B-NP O
8 CD I-NP O
( ( O O
zinc NN B-NP O
finger NN I-NP O
II CD I-NP O
) ) O O
. . O O

These DT B-NP O
mutations NNS I-NP O
directly RB B-VP O
affect VBP I-VP O
DNA NN B-NP O
sequence NN I-NP O
recognition NN I-NP O
. . O O

In IN B-PP O
two CD B-NP O
families NNS I-NP O
analyzed VBN B-VP O
, , O O
the DT B-NP O
mutations NNS I-NP O
were VBD B-VP O
shown VBN I-VP O
to TO I-VP O
arise VB I-VP O
de FW B-NP O
novo FW I-NP O
. . O O

Wilms NNS B-NP B-Disease
tumors NNS I-NP I-Disease
from IN B-PP O
three CD B-NP O
individuals NNS I-NP O
and CC O O
one CD B-NP O
juvenile JJ I-NP O
granulosa NN I-NP O
cell NN I-NP O
tumor NN I-NP B-Disease
demonstrate VBP B-VP O
reduction NN B-NP O
to TO B-PP O
homozygosity NN B-NP O
for IN B-PP O
the DT B-NP O
mutated VBN I-NP O
WT1 NN I-NP O
allele NN I-NP O
. . O O

Our PRP$ B-NP O
results NNS I-NP O
provide VBP B-VP O
evidence NN B-NP O
of IN B-PP O
a DT B-NP O
direct JJ I-NP O
role NN I-NP O
for IN B-PP O
WT1 NN B-NP O
in IN B-PP O
Denys NNP B-NP B-Disease
- HYPH I-NP I-Disease
Drash NN I-NP I-Disease
syndrome NN I-NP I-Disease
and CC O O
thus RB B-NP O
urogenital JJ I-NP O
system NN I-NP O
development NN I-NP O
. . O O

. . O O

Linkage NN B-NP O
analysis NN I-NP O
in IN B-PP O
X NN B-NP B-Disease
- HYPH B-NP I-Disease
linked VBN I-NP I-Disease
adrenoleukodystrophy NN I-NP I-Disease
and CC I-NP O
application NN I-NP O
in IN B-PP O
post AFX B-NP O
- HYPH I-NP O
and CC I-NP O
prenatal JJ I-NP O
diagnosis NN I-NP O
. . O O

We PRP B-NP O
have VBP B-VP O
performed VBN I-VP O
linkage NN B-NP O
analysis NN I-NP O
with IN B-PP O
the DT B-NP O
DNA NN I-NP O
markers NNS I-NP O
DXS52 NN I-NP O
and CC O O
the DT B-NP O
clotting NN I-NP O
factor NN I-NP O
VIII CD I-NP O
gene NN I-NP O
( ( O O
F8C NN B-NP O
) ) O O
, , O O
in IN B-PP O
several JJ B-NP O
large JJ I-NP O
families NNS I-NP O
with IN B-PP O
X NN B-NP B-Disease
- HYPH O I-Disease
linked VBN B-VP I-Disease
adrenoleukodystrophy NN B-NP I-Disease
( ( O O
ALD NN B-NP B-Disease
) ) O O
. . O O

The DT B-NP O
tight JJ I-NP O
linkage NN I-NP O
to TO B-PP O
DXS52 NN B-NP O
could MD B-VP O
be VB I-VP O
extended VBN I-VP O
giving VBG B-VP O
a DT B-NP O
maximal JJ I-NP O
LOD NN I-NP O
score NN I-NP O
of IN B-PP O
22 CD B-NP O
. . O O

5 CD B-NP O
at IN B-PP O
1 CD B-NP O
cM NN I-NP O
. . O O

F8C NN B-NP O
was VBD B-VP O
also RB B-ADVP O
tightly RB B-VP O
linked VBN I-VP O
to TO B-PP O
ALD NN B-NP B-Disease
with IN B-PP O
a DT B-NP O
maximal JJ I-NP O
LOD NN I-NP O
score NN I-NP O
of IN B-PP O
7 CD B-NP O
. . O O

8 CD B-NP O
without IN B-PP O
recombination NN B-NP O
. . O O

Multipoint JJ B-NP O
linkage NN I-NP O
analysis NN I-NP O
with IN B-PP O
the DT B-NP O
markers NNS I-NP O
DXS304 NN I-NP O
, , O O
DXS52 NN B-NP O
, , O O
and CC O O
F8C NN B-NP O
indicated VBD B-VP O
that IN B-SBAR O
both CC O O
the DT B-NP O
gene NN I-NP O
for IN B-PP O
ALD NN B-NP B-Disease
and CC B-PP O
for IN B-PP O
F8C NN B-NP O
are VBP B-VP O
distal JJ B-ADJP O
to TO B-PP O
DXS52 NN B-NP O
. . O O

In IN B-PP O
four CD B-NP O
patients NNS I-NP O
with IN B-PP O
ALD NN B-NP B-Disease
, , O O
no DT B-NP O
major JJ I-NP O
structural JJ I-NP O
rearrangement NN I-NP O
in IN B-PP O
the DT B-NP O
Xqter NN I-NP O
region NN I-NP O
was VBD B-VP O
observed VBN I-VP O
; : O O
in IN B-PP O
particular JJ B-ADJP O
, , O O
there EX B-NP O
were VBD B-VP O
no DT B-NP O
abnormalities NNS I-NP B-Disease
in IN B-PP I-Disease
the DT B-NP I-Disease
vision NN I-NP I-Disease
blindness NN I-NP I-Disease
genes NNS I-NP I-Disease
. . O O

DNA NN B-NP O
analysis NN I-NP O
appeared VBD B-VP O
to TO I-VP O
be VB I-VP O
of IN B-PP O
use NN B-NP O
in IN B-PP O
determination NN B-NP O
of IN B-PP O
the DT B-NP O
carrier NN I-NP O
status NN I-NP O
of IN B-PP O
females NNS B-NP O
at IN B-PP O
risk NN B-NP O
, , O O
for IN B-PP O
the DT B-NP O
determination NN I-NP O
of IN B-PP O
the DT B-NP O
origin NN I-NP O
of IN B-PP O
the DT B-NP O
mutation NN I-NP O
in IN B-PP O
a DT B-NP O
particular JJ I-NP O
family NN I-NP O
, , O O
and CC O O
for IN B-PP O
prenatal JJ B-NP O
diagnosis NN I-NP O
. . O O

Two CD B-NP O
distinct JJ I-NP O
mutations NNS I-NP O
at IN B-PP O
a DT B-NP O
single JJ I-NP O
BamHI NN I-NP O
site NN I-NP O
in IN B-PP O
phenylketonuria NN B-NP B-Disease
. . O O

Classical JJ B-NP B-Disease
phenylketonuria NN I-NP I-Disease
is VBZ B-VP O
an DT B-NP O
autosomal JJ I-NP B-Disease
recessive JJ I-NP I-Disease
disease NN I-NP I-Disease
caused VBN B-VP O
by IN B-PP O
a DT B-NP O
deficiency NN I-NP B-Disease
of IN B-PP I-Disease
hepatic JJ B-NP I-Disease
phenylalanine NN I-NP I-Disease
hydroxylase NN I-NP I-Disease
( ( O O
PAH NN B-NP O
) ) O O
. . O O

The DT B-NP O
abolition NN I-NP O
of IN B-PP O
an DT B-NP O
invariant JJ I-NP O
BamHI NN I-NP O
site NN I-NP O
located JJ B-ADJP O
in IN B-PP O
the DT B-NP O
coding VBG I-NP O
sequence NN I-NP O
of IN B-PP O
the DT B-NP O
PAH NN I-NP O
gene NN I-NP O
( ( O O
exon NN B-NP O
7 CD I-NP O
) ) O O
led VBD B-VP O
to TO B-PP O
the DT B-NP O
recognition NN I-NP O
of IN B-PP O
two CD B-NP O
new JJ I-NP O
point NN I-NP O
mutations NNS I-NP O
at IN B-PP O
codon NN B-NP O
272 CD I-NP O
and CC I-NP O
273 CD I-NP O
( ( O O
272gly RB O O
- HYPH O O
- SYM O O
- SYM O O
- HYPH O O
stop NN B-NP O
and CC O O
273ser SYM B-NP O
- SYM O O
- SYM O O
- SYM O O
- HYPH O O
phe NN B-NP O
, , O O
respectively RB B-ADVP O
) ) O O
. . O O

Both DT B-NP O
mutations NNS I-NP O
were VBD B-VP O
detected VBN I-VP O
in IN B-PP O
north JJ B-NP O
eastern JJ I-NP O
France NNP I-NP O
or CC I-NP O
Belgium NNP I-NP O
and CC O O
occurred VBD B-VP O
on IN B-PP O
the DT B-NP O
background NN I-NP O
of IN B-PP O
RFLP NN B-NP O
haplotype NN I-NP O
7 CD B-NP O
alleles NNS I-NP O
. . O O

The DT B-NP O
present JJ I-NP O
study NN I-NP O
supports VBZ B-VP O
the DT B-NP O
view NN I-NP O
that IN B-SBAR O
the DT B-NP O
clinical JJ I-NP O
heterogeneity NN I-NP O
in IN B-PP O
PKU NN B-NP B-Disease
is VBZ B-VP O
accounted VBN I-VP O
for IN B-PP O
by IN B-PP O
the DT B-NP O
large JJ I-NP O
variety NN I-NP O
of IN B-PP O
mutant JJ B-NP O
genotypes NNS I-NP O
associated VBN B-VP O
with IN B-PP O
PAH NN B-NP B-Disease
deficiencies NNS I-NP I-Disease
. . O O

. . O O

A DT B-NP O
detailed JJ I-NP O
multipoint JJ I-NP O
map NN I-NP O
of IN B-PP O
human JJ B-NP O
chromosome NN I-NP O
4 CD I-NP O
provides VBZ B-VP O
evidence NN B-NP O
for IN B-PP O
linkage NN B-NP O
heterogeneity NN I-NP O
and CC I-NP O
position NN I-NP O
- HYPH B-NP O
specific JJ I-NP O
recombination NN I-NP O
rates NNS I-NP O
. . O O

Utilizing VBG B-VP O
the DT B-NP O
CEPH NN I-NP O
reference NN I-NP O
panel NN I-NP O
and CC O O
genotypic JJ B-NP O
data NNS I-NP O
for IN B-PP O
53 CD B-NP O
markers NNS I-NP O
, , O O
we PRP B-NP O
have VBP B-VP O
constructed VBN I-VP O
a DT B-NP O
20 CD I-NP O
- HYPH I-NP O
locus NN I-NP O
multipoint JJ I-NP O
genetic JJ I-NP O
map NN I-NP O
of IN B-PP O
human JJ B-NP O
chromosome NN I-NP O
4 CD I-NP O
. . O O

New JJ B-NP O
RFLPs NNS I-NP O
are VBP B-VP O
reported VBN I-VP O
for IN B-PP O
four CD B-NP O
loci NNS I-NP O
. . O O

The DT B-NP O
map NN I-NP O
integrates VBZ B-VP O
a DT B-NP O
high JJ I-NP O
- HYPH I-NP O
resolution NN I-NP O
genetic JJ I-NP O
map NN I-NP O
of IN B-PP O
4p16 CD B-NP O
into IN B-PP O
a DT B-NP O
continuous JJ I-NP O
map NN I-NP O
extending VBG B-VP O
to TO B-PP O
4q31 CD B-NP O
and CC O O
an DT B-NP O
unlinked JJ I-NP O
cluster NN I-NP O
of IN B-PP O
three CD B-NP O
loci NNS I-NP O
at IN B-PP O
4q35 CD B-NP O
. . O O

The DT B-NP O
20 CD I-NP O
linked VBN I-NP O
markers NNS I-NP O
form VBP B-VP O
a DT B-NP O
continuous JJ I-NP O
linkage NN I-NP O
group NN I-NP O
of IN B-PP O
152 CD B-NP O
cM NN I-NP O
in IN B-PP O
males NNS B-NP O
and CC O O
202 CD B-NP O
cM NN I-NP O
in IN B-PP O
females NNS B-NP O
. . O O

Likely RB B-NP O
genetic JJ I-NP O
locations NNS I-NP O
are VBP B-VP O
provided VBN I-VP O
for IN B-PP O
25 CD B-NP O
polymorphic JJ I-NP O
anonymous JJ I-NP O
sequences NNS I-NP O
and CC O O
28 CD B-NP O
gene NN I-NP O
- HYPH B-NP O
specific JJ I-NP O
RFLPs NNS I-NP O
. . O O

The DT B-NP O
map NN I-NP O
was VBD B-VP O
constructed VBN I-VP O
employing VBG I-VP O
the DT B-NP O
LINKAGE NN I-NP O
and CC I-NP O
CRIMAP NN I-NP O
computational JJ I-NP O
methodologies NNS I-NP O
to TO B-VP O
build VB I-VP O
the DT B-NP O
multipoint JJ I-NP O
map NN I-NP O
via IN B-PP O
a DT B-NP O
stepwise JJ I-NP O
algorithm NN I-NP O
. . O O

A DT B-NP O
detailed JJ I-NP O
10 CD I-NP O
- HYPH I-NP O
point NN I-NP O
map NN I-NP O
of IN B-PP O
the DT B-NP O
4p16 CD I-NP O
region NN I-NP O
constructed VBN B-VP O
from IN B-PP O
the DT B-NP O
CEPH NN I-NP O
panel NN I-NP O
provides VBZ B-VP O
evidence NN B-NP O
for IN B-PP O
heterogeneity NN B-NP O
in IN B-PP O
the DT B-NP O
linkage NN I-NP O
maps NNS I-NP O
constructed VBN B-VP O
from IN B-PP O
families NNS B-NP O
segregating VBG B-VP O
for IN B-PP O
Huntington NNP B-NP B-Disease
disease NN I-NP I-Disease
( ( O O
HD NN B-NP B-Disease
) ) O O
. . O O

It PRP B-NP O
additionally RB B-ADVP O
provides VBZ B-VP O
evidence NN B-NP O
for IN B-PP O
position NN B-NP O
- HYPH B-NP O
specific JJ I-NP O
recombination NN I-NP O
frequencies NNS I-NP O
in IN B-PP O
the DT B-NP O
telomeric JJ I-NP O
region NN I-NP O
of IN B-PP O
4p NN B-NP O
. . O O

. . O O

Carrier NN B-NP O
detection NN I-NP O
and CC O O
prenatal JJ B-NP O
diagnosis NN I-NP O
of IN B-PP O
Pelizaeus NNP B-NP B-Disease
- HYPH I-NP I-Disease
Merzbacher NNP I-NP I-Disease
disease NN I-NP I-Disease
using VBG B-VP O
a DT B-NP O
combination NN I-NP O
of IN B-PP O
anonymous JJ B-NP O
DNA NN I-NP O
polymorphisms NNS I-NP O
and CC O O
the DT B-NP O
proteolipid NN I-NP O
protein NN I-NP O
( ( O O
PLP NN B-NP O
) ) O O
gene NN B-NP O
cDNA NN I-NP O
. . O O

We PRP B-NP O
report VBP B-VP O
carrier NN B-NP O
identification NN I-NP O
and CC O O
a DT B-NP O
prenatal JJ I-NP O
diagnosis NN I-NP O
using VBG B-VP O
DNA NN B-NP O
polymorphisms NNS I-NP O
in IN B-PP O
2 CD B-NP O
families NNS I-NP O
with IN B-PP O
X NN B-NP B-Disease
- HYPH O I-Disease
linked VBN B-VP I-Disease
Pelizaeus NNP B-NP I-Disease
- HYPH I-NP I-Disease
Merzbacher NNP I-NP I-Disease
disease NN I-NP I-Disease
( ( O O
PMD NN B-NP B-Disease
) ) O O
. . O O

In IN B-PP O
both DT B-NP O
families NNS I-NP O
, , O O
the DT B-NP O
proteolipid NN I-NP O
protein NN I-NP O
( ( O O
PLP NN B-NP O
) ) O O
gene NN B-NP O
in IN B-PP O
the DT B-NP O
single JJ I-NP O
affected VBN I-NP O
male NN I-NP O
could MD B-VP O
be VB I-VP O
traced VBN I-VP O
back RB B-ADVP O
to TO B-PP O
his PRP$ B-NP O
unaffected JJ I-NP O
maternal JJ I-NP O
grandfather NN I-NP O
. . O O

Therefore RB B-ADVP O
, , O O
each DT B-NP O
family NN I-NP O
contains VBZ B-VP O
a DT B-NP O
new JJ I-NP O
mutation NN I-NP O
. . O O

In IN B-PP O
the DT B-NP O
case NN I-NP O
of IN B-PP O
the DT B-NP O
prenatal JJ I-NP O
diagnosis NN I-NP O
, , O O
the DT B-NP O
fetus NN I-NP O
was VBD B-VP O
shown VBN I-VP O
by IN B-PP O
cytogenetic JJ B-NP O
analysis NN I-NP O
to TO B-VP O
be VB I-VP O
a DT B-NP O
female NN I-NP O
, , O O
who WP B-NP O
we PRP B-NP O
predict VBP B-VP O
will MD B-VP O
be VB I-VP O
a DT B-NP O
noncarrier NN I-NP O
of IN B-PP O
PMD NN B-NP B-Disease
based VBN B-VP O
on IN B-PP O
her PRP$ B-NP O
genotype NN I-NP O
with IN B-PP O
the DT B-NP O
PLP NN I-NP O
intragenic JJ I-NP O
polymorphism NN I-NP O
. . O O

. . O O

Identification NN B-NP O
of IN B-PP O
deletion NN B-NP O
mutations NNS I-NP O
and CC O O
three CD B-NP O
new JJ I-NP O
genes NNS I-NP O
at IN B-PP O
the DT B-NP O
familial JJ I-NP B-Disease
polyposis NN I-NP I-Disease
locus NN I-NP O
. . O O

Small JJ B-ADJP O
( ( O O
100 CD B-NP O
- HYPH I-NP O
260 CD I-NP O
kb NN I-NP O
) ) O O
, , O O
nested VBN B-NP O
deletions NNS I-NP O
were VBD B-VP O
characterized VBN I-VP O
in IN B-PP O
DNA NN B-NP O
from IN B-PP O
two CD B-NP O
unrelated JJ I-NP O
patients NNS I-NP O
with IN B-PP O
familial JJ B-NP B-Disease
adenomatous JJ I-NP I-Disease
polyposis NN I-NP I-Disease
coli NN I-NP I-Disease
( ( O O
APC NN B-NP B-Disease
) ) O O
. . O O

Three CD B-NP O
candidate NN I-NP O
genes NNS I-NP O
located JJ B-ADJP O
within IN B-PP O
the DT B-NP O
deleted VBN I-NP O
region NN I-NP O
were VBD B-VP O
ascertained VBN I-VP O
and CC O O
a DT B-NP O
previous JJ I-NP O
candidate NN I-NP O
gene NN I-NP O
, , O O
MCC NN B-NP O
, , O O
was VBD B-VP O
shown VBN I-VP O
to TO I-VP O
be VB I-VP O
located VBN I-VP O
outside IN B-PP O
the DT B-NP O
deleted VBN I-NP O
region NN I-NP O
. . O O

One CD B-NP O
of IN B-PP O
the DT B-NP O
new JJ I-NP O
genes NNS I-NP O
contained VBD B-VP O
sequence NN B-NP O
identical JJ B-ADJP O
to TO B-PP O
SRP19 NN B-NP O
, , O O
the DT B-NP O
gene NN I-NP O
coding VBG B-VP O
for IN B-PP O
the DT B-NP O
19 CD I-NP O
kd NN I-NP O
component NN I-NP O
of IN B-PP O
the DT B-NP O
ribosomal JJ I-NP O
signal NN I-NP O
recognition NN I-NP O
particle NN I-NP O
. . O O

The DT B-NP O
second JJ I-NP O
, , O O
provisionally RB B-NP O
designated VBN I-NP O
DP1 NN I-NP O
( ( O O
deleted VBN B-VP O
in IN B-PP O
polyposis NN B-NP O
1 CD I-NP O
) ) O O
, , O O
was VBD B-VP O
found VBN I-VP O
to TO I-VP O
be VB I-VP O
transcribed VBN I-VP O
in IN B-PP O
the DT B-NP O
same JJ I-NP O
orientation NN I-NP O
as IN B-PP O
MCC NN B-NP O
. . O O

Two CD B-NP O
other JJ I-NP O
cDNAs NNS I-NP O
, , O O
DP2 NN B-NP O
and CC I-NP O
DP3 NN I-NP O
, , O O
were VBD B-VP O
found VBN I-VP O
to TO I-VP O
overlap VB I-VP O
, , O O
forming VBG B-VP O
a DT B-NP O
single JJ I-NP O
gene NN I-NP O
, , O O
DP2 NN B-NP O
. . O O

5 CD B-NP O
, , O O
that WDT B-NP O
is VBZ B-VP O
transcribed VBN I-VP O
in IN B-PP O
the DT B-NP O
same JJ I-NP O
orientation NN I-NP O
as IN B-PP O
SRP19 NN B-NP O
. . O O

Exclusion NN B-NP O
of IN B-PP O
linkage NN B-NP O
between IN B-PP O
familial JJ B-NP B-Disease
Mediterranean JJ I-NP I-Disease
fever NN I-NP I-Disease
and CC O O
the DT B-NP O
human JJ I-NP O
serum NN I-NP O
amyloid NN I-NP O
A NN I-NP O
( ( O O
SAA NN B-NP O
) ) O O
gene NN B-NP O
cluster NN I-NP O
. . O O

We PRP B-NP O
studied VBD B-VP O
the DT B-NP O
relationship NN I-NP O
between IN B-PP O
the DT B-NP O
autosomal JJ I-NP O
recessive JJ I-NP O
trait NN I-NP O
familial JJ I-NP B-Disease
Mediterranean JJ I-NP I-Disease
fever NN I-NP I-Disease
( ( O O
FMF NN B-NP B-Disease
) ) O O
and CC O O
the DT B-NP O
serum NN I-NP O
amyloid NN I-NP O
A NN I-NP O
( ( O O
SAA NN B-NP O
) ) O O
genes NNS B-NP O
by IN B-PP O
comparing VBG B-VP O
alleles NNS B-NP O
of IN B-PP O
a DT B-NP O
highly RB I-NP O
polymorphic JJ I-NP O
dinucleotide NN I-NP O
repeat NN I-NP O
and CC O O
a DT B-NP O
conventional JJ I-NP O
restriction NN I-NP O
fragment NN I-NP O
length NN I-NP O
polymorphism NN I-NP O
( ( O O
RFLP NN B-NP O
) ) O O
in IN B-PP O
the DT B-NP O
SAA NN I-NP O
gene NN I-NP O
cluster NN I-NP O
in IN B-PP O
Israeli JJ B-NP O
FMF NN I-NP B-Disease
kindreds NNS I-NP O
. . O O

By IN B-PP O
haplotype NN B-NP O
analysis NN I-NP O
, , O O
our PRP$ B-NP O
data NNS I-NP O
indicate VBP B-VP O
a DT B-NP O
minimum JJ I-NP O
crossover NN I-NP O
frequency NN I-NP O
of IN B-PP O
22 CD B-NP O
% NN I-NP O
between IN B-PP O
the DT B-NP O
SAA NN I-NP O
gene NN I-NP O
marker NN I-NP O
and CC O O
FMF NN B-NP B-Disease
. . O O

By IN B-PP O
conventional JJ B-NP O
linkage NN I-NP O
analysis NN I-NP O
this DT B-NP O
eliminates VBZ B-VP O
a DT B-NP O
minimum NN I-NP O
of IN B-PP O
10 CD B-NP O
. . O O

4 CD B-NP O
cM NN I-NP O
including VBG B-PP O
and CC O O
surrounding VBG B-VP O
the DT B-NP O
SAA NN I-NP O
gene NN I-NP O
cluster NN I-NP O
as IN B-PP O
the DT B-NP O
site NN I-NP O
of IN B-PP O
the DT B-NP O
FMF NN I-NP B-Disease
mutation NN I-NP O
although IN B-SBAR O
SAA NN B-NP O
proteins NNS I-NP O
are VBP B-VP O
prominent JJ B-NP O
physiologic JJ I-NP O
markers NNS I-NP O
of IN B-PP O
the DT B-NP O
acute JJ I-NP O
attacks NNS I-NP O
. . O O

PRAD1 NN B-NP O
, , O O
a DT B-NP O
candidate NN I-NP O
BCL1 NN I-NP O
oncogene NN I-NP O
: : O O
mapping NN B-NP O
and CC I-NP O
expression NN I-NP O
in IN B-PP O
centrocytic JJ B-NP B-Disease
lymphoma NN I-NP I-Disease
. . O O

Rearrangement NN B-NP O
of IN B-PP O
the DT B-NP O
BCL1 NN I-NP O
( ( O O
B NN B-NP O
- HYPH O O
cell NN B-NP O
lymphoma NN I-NP O
1 CD O O
) ) O O
region NN B-NP O
on IN B-PP O
chromosome NN B-NP O
11q13 NN I-NP O
appears VBZ B-VP O
to TO I-VP O
be VB I-VP O
highly RB B-ADJP O
characteristic JJ I-ADJP O
of IN B-PP O
centrocytic JJ B-NP B-Disease
lymphoma NN I-NP I-Disease
and CC O O
also RB B-ADVP O
is VBZ B-VP O
found VBN I-VP O
infrequently RB B-ADVP O
in IN B-PP O
other JJ B-NP O
B NN I-NP B-Disease
- HYPH B-NP I-Disease
cell NN I-NP I-Disease
neoplasms NNS I-NP I-Disease
. . O O

Rearrangement NN B-NP O
is VBZ B-VP O
thought VBN I-VP O
to TO I-VP O
deregulate VB I-VP O
a DT B-NP O
nearby JJ I-NP O
protooncogene NN I-NP O
, , O O
but CC O O
transcribed VBN B-VP O
sequences NNS B-NP O
in IN B-PP O
the DT B-NP O
immediate JJ I-NP O
vicinity NN I-NP O
of IN B-PP O
BCL1 NN B-NP O
breakpoints NNS I-NP O
had VBD B-VP O
not RB I-VP O
been VBN I-VP O
identified VBN I-VP O
. . O O

PRAD1 NN B-NP O
, , O O
previously RB B-NP O
designated VBN I-NP O
D11S287E NN I-NP O
, , O O
was VBD B-VP O
identified VBN I-VP O
on IN B-PP O
11q13 NN B-NP O
as IN B-PP O
a DT B-NP O
chromosomal JJ I-NP O
